word_count,sentence_count,avg_sentence_len,avg_word_len,spelling_errors,long_word,exc_count,que_count,stopwords_count,unigrams_count,bigrams_count,trigrams_count,noun_count,adj_count,adv_count,verb_count,fw_count,syllable_count,flesch_reading_ease,smog_index,flesch_kincaid_grade,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog,neg_sentiment,neu_sentiment,pos_sentiment,score1,score2,score
480,23,20.86956522,3.966666667,19,71,0,0,186,170,368,439,131,23,30,91,0,602,70.33,9.5,7.9,8.99,9,6.19,45,5.5,13.34535211,0.537,19.578,2.885,5,4,9
381,17,22.41176471,4.152230971,20,75,0,0,158,166,314,350,106,24,22,55,0,514,59.23,13,10.1,9.75,10.7,7.25,57,7,16.74959538,0.661,13.93,2.409,4,4,8
549,19,28.89473684,3.74863388,24,77,0,3,224,202,470,535,121,28,26,122,0,644,70.87,11.4,9.7,8.3,11.9,6.6,52,6.75,16.51983539,1.722,15.553,1.725,5,4,9
378,26,14.53846154,3.433862434,35,32,0,0,147,163,327,366,84,13,21,72,0,416,92.32,8.3,3.6,5.21,4,5.88,34,4.111111111,11.20408408,0.85,22.641,2.509,4,4,8
627,34,18.44117647,4.020733652,29,113,0,0,234,222,492,566,156,49,51,104,0,825,63.8,12.3,8.3,10.26,9.1,6.58,74,8.9,13.82125461,3.416,27.46,3.124,5,5,10
410,30,13.66666667,3.965853659,25,64,0,1,139,203,373,399,101,35,23,83,0,518,75.81,9.9,5.8,8.92,6.8,6.76,57,5,13.31097493,1.258,25.021,3.721,4,4,8
313,20,15.65,3.769968051,13,50,0,1,131,114,247,291,78,25,8,44,0,367,82.85,9.9,5.1,7.71,6.2,5.98,29,4.75,11.72289855,0.73,15.408,3.862,4,4,8
436,26,16.76923077,3.786697248,22,53,0,0,207,148,307,377,86,10,18,77,0,507,82.04,8.7,5.4,7.01,6.1,6,41,4.6875,12.00243655,0,22.557,3.443,5,4,9
324,12,27,4.151234568,15,57,0,0,142,173,302,318,69,25,32,71,0,425,62.72,12.5,10.8,9.12,12.4,7.13,43,8.6,17.79656766,0.272,9.908,1.82,4,4,8
429,26,16.5,3.752913753,21,57,1,4,195,185,358,402,93,26,31,69,0,516,81.83,9.5,5.5,6.95,6.1,6.18,44,7.25,12.50333333,0.521,21.411,4.068,4,4,8
602,38,15.84210526,3.598006645,42,80,0,4,200,262,520,579,158,35,34,109,0,678,75.4,9.7,5.9,8.92,6.9,7.07,86,4.9375,14.21278351,3.201,32.79,2.009,4,4,8
436,23,18.95652174,4.470183486,22,120,1,0,156,232,401,425,125,24,22,71,0,628,46.27,13.3,10.9,13.11,11.7,8.5,97,6.375,18.83746702,0.4,18.411,4.189,6,5,11
492,22,22.36363636,3.910569106,29,80,0,0,183,230,438,475,139,41,26,71,0,585,69.11,10,8.3,10.33,10.5,8.05,92,7.166666667,18.38281623,0.683,19.599,1.719,5,4,9
847,43,19.69767442,3.715466352,58,110,2,8,277,331,702,803,252,80,41,147,0,970,71.95,9.5,7.2,9.8,8.9,6.91,109,11.75,14.74436782,2.31,36.562,4.127,6,5,11
405,27,15,3.64691358,18,52,0,0,176,162,330,374,92,17,22,63,0,476,83.56,9.7,4.9,6.95,5.5,6.43,48,4.277777778,12.67909348,0,23.873,3.127,5,4,9
268,12,22.33333333,4.100746269,10,46,0,0,111,124,226,251,67,21,5,42,0,341,68.1,12,8.7,9.92,10.7,6.73,32,6.833333333,15.33333333,0.104,10.266,1.63,4,4,8
550,29,18.96551724,4.101818182,27,112,8,1,214,234,461,516,127,39,27,103,0,702,63.09,10.5,8.6,10.44,9.6,7.47,92,7.083333333,16.27485477,2.108,24.675,2.217,5,6,11
314,23,13.65217391,3.945859873,20,47,0,0,121,159,284,304,76,21,23,58,1,383,76.32,9.3,5.6,8.8,6.4,6.7,43,5.928571429,13.03737226,0.614,17.949,4.437,4,4,8
624,31,20.12903226,3.875,21,97,0,2,214,243,488,554,178,43,18,112,0,746,70.73,10.5,7.7,9.39,9.1,6.64,73,6.071428571,14.38750929,0.762,25.606,4.633,5,5,10
520,33,15.75757576,3.571153846,43,76,13,0,162,175,384,461,143,27,33,79,1,580,74.69,9.8,6.2,9.1,7.2,6.22,51,5.571428571,12.25714286,1.445,26.058,4.496,5,5,10
401,24,16.70833333,4.291770574,12,71,2,0,157,176,352,391,96,43,22,60,0,549,64.81,11.8,7.9,10.72,9.3,6.85,56,8.8,14.21698324,0.453,20.014,3.533,5,5,10
240,21,11.42857143,3.933333333,10,38,0,1,88,112,208,229,63,15,23,41,0,301,70.09,8.6,5.9,9.2,6.1,6.61,32,3.227272727,12.18541872,0,16.983,4.017,3,3,6
392,18,21.77777778,3.862244898,21,57,0,0,153,157,306,355,92,42,17,66,0,468,76.66,10.5,7.5,7.72,8.8,6.16,35,8.4,13.85972145,1.372,14.418,2.209,4,4,8
525,24,21.875,3.603809524,28,56,6,0,202,210,439,499,114,25,29,94,0,587,76.86,10.2,7.4,7.6,8.6,6.11,43,8.7,13.66854626,0.21,21.175,2.615,5,5,10
504,22,22.90909091,3.948412698,20,96,2,1,203,229,446,485,112,34,26,84,1,647,59.43,11.8,10,9.52,10.4,7.55,82,7,17.46738739,0.366,18.332,3.302,5,6,11
510,28,18.21428571,3.976470588,21,106,0,3,188,226,461,499,144,39,25,71,0,657,56.15,11.6,9.2,11.19,9.7,8.16,101,6.714285714,17.61345972,0.702,24.433,2.865,6,6,12
528,24,22,4.098484848,44,102,0,1,211,243,467,512,129,48,40,81,0,693,59.84,12.4,9.8,9.69,10.4,7.57,89,6.916666667,17.3989916,0.077,20.493,3.43,5,4,9
505,22,22.95454545,4.695049505,14,143,0,0,215,250,465,501,132,34,24,90,0,775,41.4,14.9,12.8,12.53,13.4,8.7,119,7.5,20.66925373,0.903,19.219,1.877,5,5,10
218,3,72.66666667,3.711009174,12,17,0,0,112,89,176,200,56,17,12,38,0,262,33.25,14.1,26.3,6,32,8.27,15,24,33.21690141,0.049,2.544,0.408,3,3,6
420,16,26.25,3.616666667,16,38,0,0,202,147,330,389,81,21,21,93,1,489,72.29,10.6,9.2,6.27,9.6,5.98,28,6.666666667,14.57405685,0.309,13.376,2.315,4,4,8
226,7,32.28571429,3.752212389,16,28,0,0,92,112,192,210,58,17,12,43,0,265,66.71,10.9,11.3,7.38,13,6.86,23,15.66666667,18.30307692,0.458,5.571,0.971,3,3,6
500,30,16.66666667,3.768,20,76,0,3,204,188,391,458,101,27,24,90,0,595,73.37,10.2,6.7,8.4,7.3,6.5,58,6.833333333,13.31534884,0.538,25.416,4.046,5,4,9
380,20,19,3.671052632,33,56,0,3,143,167,305,341,101,15,28,61,0,435,72.36,10.2,7.1,9.05,8.1,6.52,42,6.666666667,13.6364557,0.881,17.902,1.217,4,5,9
369,23,16.04347826,4.130081301,16,78,0,0,144,187,319,343,93,27,23,61,0,477,65.42,10.5,7.7,9.79,8.2,7.14,58,4.6875,14.79317073,2.097,18.596,2.307,5,5,10
309,7,44.14285714,3.802588997,17,43,0,0,153,131,268,295,63,13,28,47,1,374,60.01,13,13.9,7.27,16.1,6.8,25,11.75,19.96827586,0.084,6.12,0.797,3,4,7
340,17,20,3.755882353,12,50,0,0,155,127,242,272,65,19,25,66,0,414,78.38,9.6,6.8,6.96,7.6,6.28,34,7.25,13.6812945,2.152,13.571,1.277,4,4,8
290,22,13.18181818,3.596551724,13,27,0,0,129,144,259,284,61,21,15,55,0,327,93.03,7.3,3.3,5.03,3.5,5.78,26,4.444444444,10.74977444,0.408,18.249,3.343,3,4,7
142,7,20.28571429,3.598591549,13,17,0,0,58,74,122,134,38,11,6,23,0,158,79.5,9.6,6.4,8.12,8,6.98,19,10.4,15.17333333,0.41,5.655,0.935,2,2,4
371,23,16.13043478,3.638814016,11,53,0,1,142,167,312,347,68,17,23,66,0,426,82.14,8.6,5.4,6.26,5.4,6.11,37,5.857142857,12.24444444,0.113,20.219,2.668,4,4,8
331,18,18.38888889,4.241691843,24,66,0,0,97,173,290,315,84,27,19,74,1,428,63.29,11.8,8.5,10.67,9.7,6.54,39,7.7,13.84813559,0,15.024,2.976,6,5,11
443,32,13.84375,3.496613995,31,52,0,2,189,197,389,429,81,23,24,79,0,488,84.88,8.5,4.4,6.42,4.5,6.22,48,5.642857143,11.78596306,0.704,26.821,4.476,4,4,8
505,34,14.85294118,3.556435644,43,57,9,7,219,190,419,479,67,27,41,115,0,563,83.76,9.1,4.8,7.12,5.5,5.99,46,10.5,11.48941176,1.438,25.638,6.924,4,4,8
441,24,18.375,3.485260771,23,48,0,0,179,199,378,415,104,21,31,88,0,477,81.53,8.3,5.6,7.94,7.1,6.52,49,7,13.43944904,0.972,20.578,2.45,4,4,8
315,15,21,3.911111111,34,57,3,1,125,145,260,293,77,19,8,59,1,400,61.56,11.6,9.2,9.51,9.6,7.38,49,7.9,16.44588235,1.27,13.587,0.143,4,4,8
758,52,14.57692308,3.62005277,33,93,1,1,281,291,630,709,177,53,38,130,0,858,84.07,9,4.7,7.7,5.9,6.26,81,5.5,12.09460218,0.357,44.09,7.553,5,5,10
371,21,17.66666667,3.784366577,18,44,0,0,140,174,336,364,90,19,22,64,0,431,80.82,9.2,5.9,7.71,7,6.09,35,5.1875,12.54960725,0.515,17.105,3.379,4,4,8
795,51,15.58823529,3.430188679,43,102,1,4,291,288,616,725,189,47,26,135,4,898,75.4,9.8,5.9,7.29,5.6,6.36,86,4.5625,12.40417819,1.391,41.696,7.914,5,6,11
329,15,21.93333333,3.732522796,13,39,0,0,134,164,303,324,79,24,14,51,0,375,77.67,10.4,7.1,8.7,9.1,6.47,34,16.16666667,14.36565371,0.249,12.135,2.616,4,4,8
755,37,20.40540541,4.034437086,28,145,4,3,267,300,619,707,223,47,36,116,2,975,55.24,12.2,9.5,12.7,11.2,7.47,117,7.166666667,16.09736842,1.205,30.462,5.334,6,6,12
321,20,16.05,4.302180685,9,71,1,0,97,136,254,294,93,24,19,59,2,447,49.31,11.9,9.7,12.87,10.3,7.58,56,4.222222222,15.6962963,0.117,15.519,4.364,4,4,8
162,14,11.57142857,3.524691358,14,20,0,0,68,92,147,156,41,7,8,21,0,174,86.81,8.4,3.6,6.01,3.6,6.06,17,3.318181818,10.85208633,0.519,12.339,1.142,3,3,6
251,10,25.1,4.219123506,9,42,0,0,121,133,223,242,50,16,19,52,0,321,64.54,11.6,10.1,9.64,11.9,6.82,30,12.5,16.50638298,0.106,8.657,1.237,4,4,8
398,23,17.30434783,3.690954774,23,49,0,0,177,135,276,339,69,28,16,82,0,470,80.62,8.8,6,5.97,5.7,5.89,34,4.8125,12.09565217,0.227,18.673,4.099,4,4,8
563,46,12.23913043,3.710479574,54,60,0,1,199,248,504,548,130,38,25,104,0,638,86.1,7.7,3.9,7.23,4.7,6.39,69,4.555555556,11.8957377,1.779,41.445,2.776,4,5,9
237,5,47.4,3.637130802,10,23,0,0,131,108,205,226,40,14,15,51,0,278,58.83,12.7,16.4,5.65,19.4,7.08,17,15.66666667,23.28943231,0.077,4.521,0.402,3,3,6
375,23,16.30434783,3.944,26,69,4,1,151,179,330,358,92,19,24,66,0,461,72.46,10.6,7.1,9.16,8.1,7.05,55,6.142857143,14.94666667,0.37,20.22,2.41,4,4,8
229,16,14.3125,4.183406114,12,46,1,0,76,112,204,223,51,12,12,46,0,293,66.33,10.9,7.3,10.49,8.3,6.89,33,5.714285714,13.92716418,1.67,11.591,2.739,3,3,6
433,21,20.61904762,4.101616628,31,83,1,0,166,214,388,415,110,40,25,84,0,566,61.16,12,9.3,9.81,9.8,7.15,64,5.5,15.98097686,1.899,17.105,1.995,5,4,9
245,12,20.41666667,3.742857143,25,31,0,0,101,128,216,234,62,10,12,43,0,297,79.4,10.4,6.5,6.73,6.9,6.32,26,6.75,13.52285714,0.346,11.036,0.618,4,3,7
312,22,14.18181818,3.615384615,21,38,0,1,108,146,269,298,79,17,19,66,1,349,84.88,8.7,4.4,8.16,5.8,5.99,29,6.071428571,11.19876448,0.851,19.18,1.969,3,4,7
392,18,21.77777778,3.852040816,13,52,0,0,168,161,344,381,79,22,24,67,0,469,68.91,11,8.4,8.76,9.3,6.55,43,6.833333333,14.65109827,0.865,14.863,2.271,4,4,8
369,27,13.66666667,3.444444444,15,39,0,4,154,165,321,351,68,28,23,66,0,408,85.08,8.5,4.3,6.19,4.4,5.98,35,5.125,11.12717949,2.207,20.786,4.008,4,4,8
364,25,14.56,4.03021978,13,70,0,1,137,173,314,336,73,29,21,61,0,464,67.04,10.7,7.1,9.5,7.4,7.06,56,4.222222222,14.14624606,2.617,18.721,3.662,5,5,10
289,19,15.21052632,3.889273356,11,50,0,2,92,141,246,274,96,7,8,53,0,355,67.15,10.1,7,10.19,7.9,7.22,45,6.142857143,14.54,0,17.585,1.415,4,4,8
454,35,12.97142857,4.068281938,23,89,0,1,166,223,411,444,109,35,15,86,0,567,68.36,10.3,6.6,10.01,7.4,7.14,72,3.85,14.00186047,0,29.921,5.079,6,5,11
468,16,29.25,4.115384615,27,74,0,1,233,191,391,440,96,31,26,100,0,586,68.84,11.6,10.5,8.71,13.2,6.69,47,15,17.30303855,0.925,14.474,0.602,5,5,10
445,23,19.34782609,3.838202247,23,63,3,2,157,200,379,421,114,26,39,74,0,541,71.34,10.3,7.5,8.76,8.4,6.55,51,7.166666667,13.99131783,0.406,18.479,4.115,4,5,9
552,46,12,4.007246377,32,108,0,2,207,223,483,539,140,33,52,84,0,694,77.74,10,5,8.79,6.2,6.78,80,3.777777778,12.85280665,0.435,42.455,3.11,5,5,10
223,11,20.27272727,3.748878924,9,27,0,0,92,107,182,199,44,11,12,50,0,267,70.23,9.8,7.9,7.71,8.1,6.45,24,10.4,14.03309645,0.75,9.391,0.859,3,3,6
485,22,22.04545455,3.581443299,21,62,0,0,216,169,373,432,107,23,20,84,0,576,79.5,10.7,6.4,6.67,6.8,6.07,43,8.3,12.85869159,0,18.769,3.231,5,4,9
605,43,14.06976744,3.732231405,20,86,8,2,218,238,499,567,131,42,38,108,0,694,76.42,9.1,5.5,8.63,6.2,6.43,71,4.166666667,12.31055118,5.292,33.741,3.967,5,5,10
376,19,19.78947368,3.938829787,15,62,0,0,153,179,328,360,87,23,24,68,1,472,71.24,11.1,7.5,8.47,8.2,6.48,43,7.8,13.8487574,0.595,17.633,0.772,4,5,9
433,24,18.04166667,3.762124711,14,43,3,1,189,190,380,415,94,17,32,82,0,496,79.6,9.8,6.4,7.13,7.2,5.97,37,6.833333333,12.5755102,1.183,19.609,2.208,4,4,8
398,24,16.58333333,3.844221106,16,59,0,0,173,166,331,382,89,27,22,76,0,500,73.78,10.2,6.5,7.53,6.4,6.51,49,5.125,13.21961003,0.335,18.49,5.175,4,4,8
602,26,23.15384615,3.970099668,24,94,0,2,264,236,515,580,126,40,59,107,0,782,66.88,11.8,9.2,8.36,10,6.72,71,6,15.63426497,0.346,23.756,1.898,6,5,11
458,23,19.91304348,3.589519651,18,62,1,0,199,210,396,440,102,18,20,70,1,531,79.19,10.1,6.5,7.02,7.3,6.47,50,6.142857143,13.94753117,0.61,18.687,3.703,4,5,9
507,33,15.36363636,4.023668639,26,75,1,0,168,208,411,463,126,24,28,86,0,628,74.69,9.8,6.2,9.45,7.5,6.82,71,6.928571429,13.767713,0.71,26.899,5.391,6,4,10
556,39,14.25641026,3.897482014,31,83,1,3,207,227,464,526,111,44,33,111,0,687,75.81,9.9,5.8,8.8,6.7,6.18,59,4.888888889,11.85626556,1.157,32.493,5.35,5,5,10
608,29,20.96551724,4.054276316,25,116,6,1,241,271,543,591,149,30,34,101,0,786,61.87,12,9.1,9.97,9.8,7.33,95,10.4,16.23610487,0.469,25.42,3.111,6,6,12
437,26,16.80769231,4.210526316,12,92,2,0,185,174,348,387,106,31,21,73,1,611,64.51,12.1,8,9.74,8.6,6.75,59,5.125,14.05468354,0.351,21.334,4.315,4,4,8
537,27,19.88888889,3.7858473,30,57,0,0,256,195,438,505,87,23,47,103,0,625,78.18,8.9,6.9,6.79,7.3,5.92,43,5.1875,12.82076459,2.402,20.753,3.844,5,5,10
472,34,13.88235294,3.711864407,38,64,0,0,204,192,401,446,104,12,23,89,0,563,75.91,9.1,5.7,6.83,5,6.29,54,4.05,12.09985612,0.627,31.325,2.048,4,4,8
488,27,18.07407407,3.928278689,20,62,0,0,189,180,373,437,129,33,36,84,0,600,72.05,9.5,7.2,8.58,7.9,5.88,40,7.416666667,12.10972477,1.818,22.007,3.178,4,4,8
228,14,16.28571429,3.75,13,36,0,0,96,119,210,223,45,11,14,42,0,278,74.08,10.8,6.4,8.11,6.7,6.74,30,6.416666667,13.73137056,0.837,11.779,1.384,4,3,7
218,10,21.8,3.541284404,27,17,0,0,94,118,199,210,44,14,9,47,0,247,84.91,8.5,6.4,5.51,7.1,6.2,20,8.8,14.0200995,0.12,8.642,1.238,3,3,6
499,24,20.79166667,3.739478958,36,74,0,0,194,206,427,475,106,32,28,108,0,584,79.19,9.3,6.5,8.06,8.1,6.21,47,8.3,13.28183908,0.536,19.747,3.718,4,5,9
542,32,16.9375,3.634686347,18,75,0,1,235,207,438,498,107,40,32,94,0,633,81.63,9.2,5.6,6.6,6,6.28,58,4.6875,12.82328482,0.975,25.931,5.094,5,4,9
381,21,18.14285714,3.921259843,23,61,1,1,149,170,309,348,95,30,20,67,0,472,72.05,10.4,7.2,8.58,7.9,6.34,41,5.928571429,13.27775811,2.333,16.033,2.634,4,4,8
695,41,16.95121951,3.283453237,44,60,0,0,248,239,533,640,192,49,27,123,1,740,82.85,7.1,5.1,6.89,5.6,6.36,73,6.428571429,12.6790106,0.913,35.727,4.36,5,5,10
425,14,30.35714286,3.847058824,13,46,0,0,162,153,307,363,115,37,10,79,0,518,60.58,10.9,11.6,8.42,12.9,6.48,36,16,16.71979112,0,11.395,2.605,4,4,8
733,44,16.65909091,3.915416098,29,109,3,4,287,303,648,715,154,49,43,135,0,885,73.17,9.9,6.8,8.69,7.7,6.65,93,4.5,13.75851393,1.434,35.57,6.997,5,6,11
483,21,23,4.180124224,24,83,0,0,178,203,422,463,121,50,23,95,0,627,67.08,12,9.1,9.92,11.1,6.94,63,5.928571429,16.12727273,0.401,17.32,3.28,4,5,9
303,29,10.44827586,3.99669967,22,49,0,0,111,144,251,283,76,17,19,59,0,371,79.36,9.3,4.4,8.96,5.8,6.22,35,2.357142857,10.98635659,2.911,22.311,3.777,4,4,8
480,23,20.86956522,3.65,13,77,0,1,181,209,419,462,132,29,17,82,0,556,78.48,10.5,6.8,7.71,8.2,6.55,53,8.5,14.33615385,0.419,19.929,2.652,4,4,8
384,20,19.2,3.932291667,24,50,0,0,134,166,311,355,109,26,27,67,0,464,71.04,9.8,7.6,8.81,8.5,6.61,46,7.25,14.23589443,0,16.53,3.47,4,4,8
487,27,18.03703704,3.821355236,27,59,3,10,221,206,432,478,105,20,46,96,0,569,81.33,9.3,5.7,8.11,7.3,6.42,55,5.1875,13.26018692,0.307,22.71,3.983,4,4,8
528,39,13.53846154,4.153409091,45,105,0,1,186,265,472,508,135,35,29,82,0,711,59.7,10.7,7.8,10.42,7.8,7.9,106,4.611111111,15.97920705,2.967,32.833,3.199,5,5,10
446,25,17.84,3.993273543,46,69,0,1,150,209,397,436,138,21,22,79,0,535,73.17,10,6.8,10.61,9.2,6.86,59,6.285714286,14.29333333,3.027,20.547,1.426,5,4,9
141,5,28.2,4.120567376,10,24,0,0,58,67,116,128,38,4,2,31,0,181,62.21,12.3,11,9.7,13.1,6.75,15,11.5,16.97116279,0,4.905,0.095,4,3,7
351,12,29.25,3.917378917,17,50,0,0,136,186,328,342,93,26,14,63,0,432,69.55,10.9,10.2,8.19,12.5,7.07,43,13.75,18.0850774,0.895,9.744,1.359,4,4,8
459,31,14.80645161,3.812636166,29,69,1,2,189,210,407,444,98,34,21,76,0,537,75.4,8.9,5.9,8.22,6.4,6.66,60,6.571428571,13.16534005,1.522,25.116,4.361,5,4,9
225,11,20.45454545,3.924444444,3,33,1,0,99,106,193,212,48,13,13,47,0,284,69.11,11.6,8.3,7.66,8.3,6.47,25,6.75,14.384689,0.91,9.187,0.903,3,4,7
486,21,23.14285714,3.932098765,20,65,0,1,215,190,396,455,129,12,20,88,0,592,75.44,10.5,8,8.3,9.9,6.36,47,5.571428571,14.68379233,0.065,18.502,2.432,5,5,10
356,22,16.18181818,3.879213483,13,56,0,2,138,164,304,340,81,15,13,77,0,422,74.08,9.2,6.4,8.63,7.2,6.57,44,4.611111111,13.29916399,0.365,19.146,2.489,4,4,8
479,23,20.82608696,3.75782881,35,53,0,2,207,203,422,464,91,28,34,99,0,552,78.59,9.1,6.8,8.41,8.7,6.59,54,6.071428571,14.4173913,1.123,19.766,2.11,4,4,8
283,11,25.72727273,3.901060071,7,38,0,1,115,124,232,260,79,18,6,49,0,337,71.48,11,9.5,9.35,12.5,6.71,29,8.9,16.64,0.609,8.74,1.651,3,4,7
181,11,16.45454545,3.812154696,8,28,2,0,61,101,157,169,53,17,6,27,0,223,73.98,10.2,6.5,8.63,7.2,7.17,28,4.277777778,14.85948718,0.624,8.155,2.22,3,3,6
283,11,25.72727273,3.614840989,13,27,0,0,124,119,220,248,62,21,17,50,0,317,81.46,9.6,7.7,6.39,9.3,5.66,14,7.083333333,13.56216216,1.598,8.905,0.499,4,3,7
430,27,15.92592593,3.872093023,15,68,0,0,166,194,370,412,101,25,25,69,0,532,74.59,10.3,6.2,9.5,7.6,7.15,66,5.928571429,14.63346049,1.299,21.315,4.385,4,4,8
476,27,17.62962963,3.735294118,21,73,1,3,188,195,407,455,94,22,13,95,0,579,72.87,10.2,6.9,8,7.2,6.46,54,6.142857143,13.36271845,0.164,23.765,3.071,4,4,8
564,20,28.2,3.377659574,31,56,0,0,235,214,481,540,96,31,42,114,0,633,72.09,10.7,9.3,6.33,9.7,6.3,45,8.3,15.44852459,0.968,17.215,1.817,4,5,9
193,8,24.125,3.803108808,4,27,0,1,97,99,165,178,38,17,6,40,0,234,73.41,9.5,8.8,6.27,9,6.06,15,8.4,14.48324324,0.67,6.026,1.305,3,3,6
486,30,16.2,3.736625514,42,81,2,1,176,228,437,470,118,24,34,84,0,575,75.2,9.4,6,8.16,6.4,7.1,74,4.333333333,14.33253012,1.692,24.791,3.517,5,5,10
375,25,15,3.749333333,16,59,1,0,125,197,335,364,104,30,16,55,0,447,67.55,9.5,6.9,9.96,7.5,7.41,61,4.35,14.90631579,0.518,19.756,4.726,4,4,8
484,28,17.28571429,3.851239669,30,65,14,3,209,207,423,464,107,33,32,85,0,583,81.02,9.9,5.8,7.71,6.9,6.37,54,4.375,13.19412844,1.584,24.692,1.724,4,4,8
357,23,15.52173913,3.68627451,10,33,0,2,167,159,305,343,51,12,21,83,0,402,90.19,7.7,4.4,5.85,5.3,5.72,28,5.857142857,11.37463415,0.797,19.962,2.241,4,4,8
294,10,29.4,4.108843537,19,45,0,0,139,151,269,286,65,16,16,58,1,383,59.98,12.5,11.8,8.3,13.1,6.83,32,12.25,17.77142857,0.874,8.091,1.036,4,4,8
276,11,25.09090909,3.913043478,17,40,0,0,141,121,233,256,59,21,14,50,0,349,64.85,11.7,10,8.01,10.5,6.21,23,7.333333333,14.88784314,0.164,9.354,1.481,4,4,8
478,15,31.86666667,4.205020921,31,70,0,0,233,129,291,362,107,16,36,97,0,594,67.01,10.9,11.2,9.99,14.9,6.46,38,11.875,17.20671202,0.449,13.083,1.467,4,4,8
385,27,14.25925926,3.638961039,19,45,2,0,167,182,337,371,68,25,24,81,0,435,84.07,8.4,4.7,6.48,4.9,6.35,45,4.9375,12.33411765,0,23.32,3.68,4,4,8
380,16,23.75,4.107894737,14,72,0,0,161,124,240,279,93,18,6,68,0,505,66.07,11.9,9.5,8.99,10.9,6.03,29,11.6,14.09545455,0,12.647,3.353,4,4,8
416,20,20.8,3.9375,20,57,0,3,174,195,367,398,70,29,36,80,1,517,68.4,10.9,8.6,8.7,9.5,6.64,48,12.5,15.01368984,0.672,17.145,2.184,4,4,8
415,27,15.37037037,3.930120482,25,64,0,0,152,161,310,356,105,27,28,83,0,511,74.79,9.6,6.2,9.1,7.2,6.14,42,4.055555556,12.01373961,0.189,22.584,4.227,4,4,8
333,23,14.47826087,4.183183183,19,79,0,1,127,163,294,322,86,31,11,62,0,431,67.04,10.3,7.1,10.37,8.1,7.9,67,3.888888889,16.28962199,4.18,16.664,2.154,5,4,9
355,17,20.88235294,3.771830986,14,52,0,0,161,125,243,280,66,21,12,66,0,422,77.98,10.7,7,7.95,8.4,5.66,22,5.857142857,12.22481013,0.09,14.989,1.921,4,4,8
389,19,20.47368421,3.804627249,15,45,0,0,173,163,311,350,80,22,15,73,0,450,77.87,9.7,7,7.43,8,6.08,34,8.9,13.31098592,0.465,17.056,1.479,5,4,9
319,25,12.76,3.990595611,17,50,0,2,124,150,273,299,70,17,21,67,0,384,77.03,9.3,5.3,8.56,6.1,6.28,37,4.166666667,11.76571429,0.401,19.969,4.63,4,4,8
597,39,15.30769231,3.864321608,31,110,3,6,218,234,505,573,139,36,40,89,4,704,75.61,9.8,5.8,10.31,8,6.9,82,5.125,13.7202444,2.128,31.034,5.838,5,5,10
367,16,22.9375,3.997275204,13,52,0,1,173,160,315,351,91,11,17,69,0,453,73.81,11.1,8.6,8.42,10.6,6.29,33,8.3,14.95096774,0,13.954,2.046,5,5,10
556,36,15.44444444,4.458633094,28,132,1,6,179,302,515,548,156,46,30,92,0,770,57.77,11.3,8.6,12.4,9.9,7.84,109,4.388888889,16.35277207,1.102,26.38,8.518,5,6,11
556,23,24.17391304,3.732014388,16,82,0,0,263,184,415,482,120,30,19,110,0,679,74.63,11.1,8.3,7.2,9.4,6.38,53,5.571428571,14.96634921,0.076,19.244,3.68,5,5,10
509,31,16.41935484,3.689587426,23,72,4,2,204,199,424,482,129,20,18,91,0,593,74.29,9.5,6.4,8.4,6.9,6.52,60,5.928571429,13.12844548,0.959,27.199,2.842,4,5,9
597,21,28.42857143,3.673366834,27,72,0,0,265,246,507,556,128,23,49,109,1,705,71.18,11.5,9.6,7.61,11.2,6.76,63,6.583333333,16.85684211,0.309,18.91,1.781,6,5,11
624,27,23.11111111,3.770833333,23,82,0,0,265,246,539,591,117,36,41,118,0,732,75.95,10.1,7.8,7.89,9.3,6.42,62,7.416666667,14.70043165,0.135,23.172,3.693,5,4,9
370,20,18.5,3.840540541,16,52,0,0,165,177,327,357,70,24,19,74,0,446,79.8,10.5,6.3,7.48,7.3,6.49,43,6.071428571,13.83904762,0.238,16.44,3.323,4,4,8
443,28,15.82142857,3.72234763,20,69,1,1,183,188,388,426,94,41,19,71,0,544,66.94,10.3,7.1,8.63,6.7,7.16,68,6.285714286,14.43182796,0.759,24.031,3.21,5,5,10
389,18,21.61111111,4.100257069,17,66,0,0,157,193,347,376,88,30,29,66,1,499,68.6,11.2,8.5,9.75,10.3,7.12,56,6.214285714,16.18176638,0.516,15.318,2.166,5,4,9
412,17,24.23529412,3.36407767,12,45,0,1,155,174,355,395,101,29,20,66,0,448,68.7,9.3,8.5,8.3,9,6.85,47,8.9,15.47428571,0.061,15.232,1.707,4,4,8
366,29,12.62068966,3.803278689,18,45,2,1,134,166,318,350,86,30,10,71,0,435,77.33,8.7,5.2,7.98,5.5,6.53,47,4.333333333,12.30936709,0,22.254,6.746,5,5,10
413,23,17.95652174,3.978208232,22,66,0,1,158,160,289,332,95,26,13,82,0,521,71.85,10.4,7.3,8.41,7.8,6.17,41,8.2,12.89333333,0.445,18.152,4.403,5,4,9
540,33,16.36363636,4.111111111,20,111,1,0,165,254,479,524,139,51,26,94,0,699,65.93,11.3,7.5,11.48,9.3,7.83,101,5.25,16.39912088,4.933,25.188,2.878,5,6,11
